	series_id	seasonal	category_code	subcategory_code	item_code	demographics_code	characteristics_code	process_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
127208	CXU800700LB0103M              	U	EXPEND	FOODTOTL	800700	LB01	03	M	Meals as pay by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
127209	CXU800700LB0104M              	U	EXPEND	FOODTOTL	800700	LB01	04	M	Meals as pay by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
127210	CXU800700LB0105M              	U	EXPEND	FOODTOTL	800700	LB01	05	M	Meals as pay by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
127211	CXU800700LB0106M              	U	EXPEND	FOODTOTL	800700	LB01	06	M	Meals as pay by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
127365	CXU800710LB0102M              	U	EXPEND	HOUSING	800710	LB01	02	M	Rent as pay by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
127366	CXU800710LB0103M              	U	EXPEND	HOUSING	800710	LB01	03	M	Rent as pay by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
127367	CXU800710LB0104M              	U	EXPEND	HOUSING	800710	LB01	04	M	Rent as pay by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
127368	CXU800710LB0105M              	U	EXPEND	HOUSING	800710	LB01	05	M	Rent as pay by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
127369	CXU800710LB0106M              	U	EXPEND	HOUSING	800710	LB01	06	M	Rent as pay by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
127523	CXU800721LB0102M              	U	ADDENDA	TITLEOFI	800721	LB01	02	M	Estimated market value of owned home by Income Quintiles: Lowest 20 percent income quintile		1984	A01	2023	A01
127524	CXU800721LB0103M              	U	ADDENDA	TITLEOFI	800721	LB01	03	M	Estimated market value of owned home by Income Quintiles: Second 20 percent income quintile		1984	A01	2023	A01
127525	CXU800721LB0104M              	U	ADDENDA	TITLEOFI	800721	LB01	04	M	Estimated market value of owned home by Income Quintiles: Third 20 percent income quintile		1984	A01	2023	A01
127526	CXU800721LB0105M              	U	ADDENDA	TITLEOFI	800721	LB01	05	M	Estimated market value of owned home by Income Quintiles: Fourth 20 percent income quintile		1984	A01	2023	A01
127527	CXU800721LB0106M              	U	ADDENDA	TITLEOFI	800721	LB01	06	M	Estimated market value of owned home by Income Quintiles: Highest 20 percent income quintile		1984	A01	2023	A01
127687	CXU800804LB0102M              	U	EXPEND	CASHCONT	800804	LB01	02	M	Support for college students by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
127688	CXU800804LB0103M              	U	EXPEND	CASHCONT	800804	LB01	03	M	Support for college students by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
127689	CXU800804LB0104M              	U	EXPEND	CASHCONT	800804	LB01	04	M	Support for college students by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
127690	CXU800804LB0105M              	U	EXPEND	CASHCONT	800804	LB01	05	M	Support for college students by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
127691	CXU800804LB0106M              	U	EXPEND	CASHCONT	800804	LB01	06	M	Support for college students by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
127845	CXU800811LB0102M              	U	EXPEND	CASHCONT	800811	LB01	02	M	Gift to non-CU members of stocks, bonds, and mutual funds by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
127846	CXU800811LB0103M              	U	EXPEND	CASHCONT	800811	LB01	03	M	Gift to non-CU members of stocks, bonds, and mutual funds by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
127847	CXU800811LB0104M              	U	EXPEND	CASHCONT	800811	LB01	04	M	Gift to non-CU members of stocks, bonds, and mutual funds by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
127848	CXU800811LB0105M              	U	EXPEND	CASHCONT	800811	LB01	05	M	Gift to non-CU members of stocks, bonds, and mutual funds by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
127849	CXU800811LB0106M              	U	EXPEND	CASHCONT	800811	LB01	06	M	Gift to non-CU members of stocks, bonds, and mutual funds by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
128003	CXU800821LB0102M              	U	EXPEND	CASHCONT	800821	LB01	02	M	Cash contributions to charities and other organizations by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
128004	CXU800821LB0103M              	U	EXPEND	CASHCONT	800821	LB01	03	M	Cash contributions to charities and other organizations by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
128005	CXU800821LB0104M              	U	EXPEND	CASHCONT	800821	LB01	04	M	Cash contributions to charities and other organizations by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
128006	CXU800821LB0105M              	U	EXPEND	CASHCONT	800821	LB01	05	M	Cash contributions to charities and other organizations by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
128007	CXU800821LB0106M              	U	EXPEND	CASHCONT	800821	LB01	06	M	Cash contributions to charities and other organizations by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
128161	CXU800831LB0102M              	U	EXPEND	CASHCONT	800831	LB01	02	M	Cash contributions to churches and other religious organizations by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
128162	CXU800831LB0103M              	U	EXPEND	CASHCONT	800831	LB01	03	M	Cash contributions to churches and other religious organizations by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
128163	CXU800831LB0104M              	U	EXPEND	CASHCONT	800831	LB01	04	M	Cash contributions to churches and other religious organizations by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
128164	CXU800831LB0105M              	U	EXPEND	CASHCONT	800831	LB01	05	M	Cash contributions to churches and other religious organizations by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
128165	CXU800831LB0106M              	U	EXPEND	CASHCONT	800831	LB01	06	M	Cash contributions to churches and other religious organizations by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
128319	CXU800841LB0102M              	U	EXPEND	CASHCONT	800841	LB01	02	M	Cash contribution to educational institutions by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
128320	CXU800841LB0103M              	U	EXPEND	CASHCONT	800841	LB01	03	M	Cash contribution to educational institutions by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
128321	CXU800841LB0104M              	U	EXPEND	CASHCONT	800841	LB01	04	M	Cash contribution to educational institutions by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
128322	CXU800841LB0105M              	U	EXPEND	CASHCONT	800841	LB01	05	M	Cash contribution to educational institutions by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
128323	CXU800841LB0106M              	U	EXPEND	CASHCONT	800841	LB01	06	M	Cash contribution to educational institutions by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
128477	CXU800851LB0102M              	U	EXPEND	CASHCONT	800851	LB01	02	M	Cash contribution to political organizations by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
128478	CXU800851LB0103M              	U	EXPEND	CASHCONT	800851	LB01	03	M	Cash contribution to political organizations by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
128479	CXU800851LB0104M              	U	EXPEND	CASHCONT	800851	LB01	04	M	Cash contribution to political organizations by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
128480	CXU800851LB0105M              	U	EXPEND	CASHCONT	800851	LB01	05	M	Cash contribution to political organizations by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
128481	CXU800851LB0106M              	U	EXPEND	CASHCONT	800851	LB01	06	M	Cash contribution to political organizations by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
128635	CXU800861LB0102M              	U	EXPEND	CASHCONT	800861	LB01	02	M	Other cash gifts by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
128636	CXU800861LB0103M              	U	EXPEND	CASHCONT	800861	LB01	03	M	Other cash gifts by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
128637	CXU800861LB0104M              	U	EXPEND	CASHCONT	800861	LB01	04	M	Other cash gifts by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
128638	CXU800861LB0105M              	U	EXPEND	CASHCONT	800861	LB01	05	M	Other cash gifts by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
128639	CXU800861LB0106M              	U	EXPEND	CASHCONT	800861	LB01	06	M	Other cash gifts by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
128793	CXU800910LB0102M              	U	EXPEND	INSPENSN	800910	LB01	02	M	Deductions for government retirement by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
128794	CXU800910LB0103M              	U	EXPEND	INSPENSN	800910	LB01	03	M	Deductions for government retirement by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
128795	CXU800910LB0104M              	U	EXPEND	INSPENSN	800910	LB01	04	M	Deductions for government retirement by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
128796	CXU800910LB0105M              	U	EXPEND	INSPENSN	800910	LB01	05	M	Deductions for government retirement by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
128797	CXU800910LB0106M              	U	EXPEND	INSPENSN	800910	LB01	06	M	Deductions for government retirement by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
128951	CXU800920LB0102M              	U	EXPEND	INSPENSN	800920	LB01	02	M	Deductions for railroad retirement by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
128952	CXU800920LB0103M              	U	EXPEND	INSPENSN	800920	LB01	03	M	Deductions for railroad retirement by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
128953	CXU800920LB0104M              	U	EXPEND	INSPENSN	800920	LB01	04	M	Deductions for railroad retirement by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
128954	CXU800920LB0105M              	U	EXPEND	INSPENSN	800920	LB01	05	M	Deductions for railroad retirement by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
128955	CXU800920LB0106M              	U	EXPEND	INSPENSN	800920	LB01	06	M	Deductions for railroad retirement by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
129109	CXU800931LB0102M              	U	EXPEND	INSPENSN	800931	LB01	02	M	Deductions for private pensions by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
129110	CXU800931LB0103M              	U	EXPEND	INSPENSN	800931	LB01	03	M	Deductions for private pensions by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
129111	CXU800931LB0104M              	U	EXPEND	INSPENSN	800931	LB01	04	M	Deductions for private pensions by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
129112	CXU800931LB0105M              	U	EXPEND	INSPENSN	800931	LB01	05	M	Deductions for private pensions by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
129113	CXU800931LB0106M              	U	EXPEND	INSPENSN	800931	LB01	06	M	Deductions for private pensions by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
129267	CXU800932LB0102M              	U	EXPEND	INSPENSN	800932	LB01	02	M	Non-payroll deposit to retirement plans by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
129268	CXU800932LB0103M              	U	EXPEND	INSPENSN	800932	LB01	03	M	Non-payroll deposit to retirement plans by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
129269	CXU800932LB0104M              	U	EXPEND	INSPENSN	800932	LB01	04	M	Non-payroll deposit to retirement plans by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
129270	CXU800932LB0105M              	U	EXPEND	INSPENSN	800932	LB01	05	M	Non-payroll deposit to retirement plans by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
129271	CXU800932LB0106M              	U	EXPEND	INSPENSN	800932	LB01	06	M	Non-payroll deposit to retirement plans by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
129425	CXU800940LB0102M              	U	EXPEND	INSPENSN	800940	LB01	02	M	Deductions for Social Security by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
129426	CXU800940LB0103M              	U	EXPEND	INSPENSN	800940	LB01	03	M	Deductions for Social Security by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
129427	CXU800940LB0104M              	U	EXPEND	INSPENSN	800940	LB01	04	M	Deductions for Social Security by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
129428	CXU800940LB0105M              	U	EXPEND	INSPENSN	800940	LB01	05	M	Deductions for Social Security by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
129429	CXU800940LB0106M              	U	EXPEND	INSPENSN	800940	LB01	06	M	Deductions for Social Security by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
129583	CXU810101LB0102M              	U	ADDENDA	CHGASLI	810101	LB01	02	M	Purchase price of property (owned home) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
129584	CXU810101LB0103M              	U	ADDENDA	CHGASLI	810101	LB01	03	M	Purchase price of property (owned home) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
129585	CXU810101LB0104M              	U	ADDENDA	CHGASLI	810101	LB01	04	M	Purchase price of property (owned home) by Income Quintiles: Third 20 percent income quintile		2010	A01	2023	A01
129586	CXU810101LB0105M              	U	ADDENDA	CHGASLI	810101	LB01	05	M	Purchase price of property (owned home) by Income Quintiles: Fourth 20 percent income quintile		2010	A01	2023	A01
129587	CXU810101LB0106M              	U	ADDENDA	CHGASLI	810101	LB01	06	M	Purchase price of property (owned home) by Income Quintiles: Highest 20 percent income quintile		2010	A01	2023	A01
129741	CXU810102LB0102M              	U	ADDENDA	CHGASLI	810102	LB01	02	M	Purchase price of property (owned vacation) by Income Quintiles: Lowest 20 percent income quintile		2010	A01	2023	A01
129742	CXU810102LB0103M              	U	ADDENDA	CHGASLI	810102	LB01	03	M	Purchase price of property (owned vacation) by Income Quintiles: Second 20 percent income quintile		2010	A01	2023	A01
